Date;Minutes Watched;Hours Watched;Total Watch Count;Series Watch Count;Movie Watch Count
2015-05-25;0;0.0;0;0;0;
2015-05-26;0;0.0;0;0;0;
2015-05-27;0;0.0;0;0;0;
2015-05-28;0;0.0;0;0;0;
2015-05-29;0;0.0;0;0;0;
2015-05-30;220;3.67;10;10;0;
2015-05-31;198;3.3;9;9;0;
2015-06-01;0;0.0;0;0;0;
2015-06-02;0;0.0;0;0;0;
2015-06-03;0;0.0;0;0;0;
2015-06-04;44;0.73;2;2;0;
2015-06-05;0;0.0;0;0;0;
2015-06-06;0;0.0;0;0;0;
2015-06-07;0;0.0;0;0;0;
2015-06-08;0;0.0;0;0;0;
2015-06-09;0;0.0;0;0;0;
2015-06-10;0;0.0;0;0;0;
2015-06-11;0;0.0;0;0;0;
2015-06-12;44;0.73;2;2;0;
2015-06-13;154;2.57;7;7;0;
2015-06-14;198;3.3;3;2;1;
2015-06-15;177;2.95;3;3;0;
2015-06-16;118;1.97;2;2;0;
2015-06-17;487;8.12;6;1;4;
2015-06-18;118;1.97;2;2;0;
2015-06-19;236;3.93;4;4;0;
2015-06-20;295;4.92;5;5;0;
2015-06-21;59;0.98;1;1;0;
2015-06-22;59;0.98;1;1;0;
2015-06-23;59;0.98;1;1;0;
2015-06-24;59;0.98;1;1;0;
2015-06-25;59;0.98;1;1;0;
2015-06-26;0;0.0;0;0;0;
2015-06-27;640;10.67;3;0;3;
2015-06-28;118;1.97;2;2;0;
2015-06-29;95;1.58;1;0;1;
2015-06-30;59;0.98;1;1;0;
2015-07-01;304;5.07;6;6;0;
2015-07-02;222;3.7;3;2;1;
2015-07-03;209;3.48;2;0;2;
2015-07-04;0;0.0;0;0;0;
2015-07-05;118;1.97;2;2;0;
2015-07-06;0;0.0;0;0;0;
2015-07-07;118;1.97;2;2;0;
2015-07-08;0;0.0;0;0;0;
2015-07-09;118;1.97;2;2;0;
2015-07-10;59;0.98;1;1;0;
2015-07-11;0;0.0;0;0;0;
2015-07-12;0;0.0;0;0;0;
2015-07-13;0;0.0;0;0;0;
2015-07-14;0;0.0;0;0;0;
2015-07-15;0;0.0;0;0;0;
2015-07-16;0;0.0;0;0;0;
2015-07-17;0;0.0;0;0;0;
2015-07-18;118;1.97;2;2;0;
2015-07-19;103;1.72;2;2;0;
2015-07-20;0;0.0;0;0;0;
2015-07-21;0;0.0;0;0;0;
2015-07-22;0;0.0;0;0;0;
2015-07-23;97;1.62;1;0;1;
2015-07-24;239;3.98;5;4;1;
2015-07-25;462;7.7;11;11;0;
2015-07-26;42;0.7;1;1;0;
2015-07-27;0;0.0;0;0;0;
2015-07-28;168;2.8;4;4;0;
2015-07-29;268;4.47;5;4;1;
2015-07-30;84;1.4;2;2;0;
2015-07-31;441;7.35;9;8;1;
2015-08-01;336;5.6;8;8;0;
2015-08-02;254;4.23;6;6;0;
2015-08-03;91;1.52;1;0;1;
2015-08-04;0;0.0;0;0;0;
2015-08-05;44;0.73;1;1;0;
2015-08-06;0;0.0;0;0;0;
2015-08-07;0;0.0;0;0;0;
2015-08-08;0;0.0;0;0;0;
2015-08-09;0;0.0;0;0;0;
2015-08-10;0;0.0;0;0;0;
2015-08-11;0;0.0;0;0;0;
2015-08-12;30;0.5;1;1;0;
2015-08-13;0;0.0;0;0;0;
2015-08-14;98;1.63;1;0;1;
2015-08-15;44;0.73;1;1;0;
2015-08-16;99;1.65;2;2;0;
2015-08-17;0;0.0;0;0;0;
2015-08-18;0;0.0;0;0;0;
2015-08-19;0;0.0;0;0;0;
2015-08-20;88;1.47;2;2;0;
2015-08-21;0;0.0;0;0;0;
2015-08-22;0;0.0;0;0;0;
2015-08-23;0;0.0;0;0;0;
2015-08-24;88;1.47;2;2;0;
2015-08-25;220;3.67;5;5;0;
2015-08-26;176;2.93;4;4;0;
2015-08-27;88;1.47;2;2;0;
2015-08-28;176;2.93;4;4;0;
2015-08-29;88;1.47;2;2;0;
2015-08-30;0;0.0;0;0;0;
2015-08-31;0;0.0;0;0;0;
2015-09-01;0;0.0;0;0;0;
2015-09-02;0;0.0;0;0;0;
2015-09-03;22;0.37;1;1;0;
2015-09-04;0;0.0;0;0;0;
2015-09-05;94;1.57;1;0;1;
2015-09-06;0;0.0;0;0;0;
2015-09-07;0;0.0;0;0;0;
2015-09-08;0;0.0;0;0;0;
2015-09-09;0;0.0;0;0;0;
2015-09-10;0;0.0;0;0;0;
2015-09-11;88;1.47;2;2;0;
2015-09-12;167;2.78;4;3;1;
2015-09-13;66;1.1;3;3;0;
2015-09-14;0;0.0;0;0;0;
2015-09-15;0;0.0;0;0;0;
2015-09-16;176;2.93;4;4;0;
2015-09-17;88;1.47;2;2;0;
2015-09-18;0;0.0;0;0;0;
2015-09-19;0;0.0;0;0;0;
2015-09-20;0;0.0;0;0;0;
2015-09-21;0;0.0;0;0;0;
2015-09-22;0;0.0;0;0;0;
2015-09-23;0;0.0;0;0;0;
2015-09-24;88;1.47;2;2;0;
2015-09-25;0;0.0;0;0;0;
2015-09-26;193;3.22;7;5;0;
2015-09-27;210;3.5;5;5;0;
2015-09-28;0;0.0;0;0;0;
2015-09-29;42;0.7;1;1;0;
2015-09-30;319;5.32;5;3;2;
2015-10-01;42;0.7;1;1;0;
2015-10-02;294;4.9;7;7;0;
2015-10-03;42;0.7;1;1;0;
2015-10-04;214;3.57;3;1;2;
2015-10-05;0;0.0;0;0;0;
2015-10-06;22;0.37;1;1;0;
2015-10-07;66;1.1;3;3;0;
2015-10-08;44;0.73;1;1;0;
2015-10-09;0;0.0;0;0;0;
2015-10-10;184;3.07;3;2;1;
2015-10-11;0;0.0;0;0;0;
2015-10-12;0;0.0;0;0;0;
2015-10-13;0;0.0;0;0;0;
2015-10-14;0;0.0;0;0;0;
2015-10-15;0;0.0;0;0;0;
2015-10-16;0;0.0;0;0;0;
2015-10-17;0;0.0;0;0;0;
2015-10-18;0;0.0;0;0;0;
2015-10-19;44;0.73;1;1;0;
2015-10-20;0;0.0;0;0;0;
2015-10-21;44;0.73;1;1;0;
2015-10-22;88;1.47;2;2;0;
2015-10-23;186;3.1;5;5;0;
2015-10-24;364;6.07;7;6;1;
2015-10-25;104;1.73;1;0;1;
2015-10-26;0;0.0;0;0;0;
2015-10-27;0;0.0;0;0;0;
2015-10-28;0;0.0;0;0;0;
2015-10-29;88;1.47;2;2;0;
2015-10-30;195;3.25;3;2;1;
2015-10-31;44;0.73;1;1;0;
2015-11-01;0;0.0;0;0;0;
2015-11-02;0;0.0;0;0;0;
2015-11-03;88;1.47;2;2;0;
2015-11-04;0;0.0;0;0;0;
2015-11-05;0;0.0;0;0;0;
2015-11-06;0;0.0;0;0;0;
2015-11-07;83;1.38;1;0;1;
2015-11-08;0;0.0;0;0;0;
2015-11-09;0;0.0;0;0;0;
2015-11-10;0;0.0;0;0;0;
2015-11-11;0;0.0;0;0;0;
2015-11-12;0;0.0;0;0;0;
2015-11-13;0;0.0;0;0;0;
2015-11-14;176;2.93;4;4;0;
2015-11-15;0;0.0;0;0;0;
2015-11-16;95;1.58;1;0;1;
2015-11-17;0;0.0;0;0;0;
2015-11-18;90;1.5;1;0;1;
2015-11-19;44;0.73;1;1;0;
2015-11-20;44;0.73;1;1;0;
2015-11-21;278;4.63;7;7;0;
2015-11-22;280;4.67;5;5;0;
2015-11-23;168;2.8;3;3;0;
2015-11-24;171;2.85;3;2;1;
2015-11-25;85;1.42;1;0;1;
2015-11-26;0;0.0;0;0;0;
2015-11-27;88;1.47;2;2;0;
2015-11-28;104;1.73;3;2;1;
2015-11-29;0;0.0;0;0;0;
2015-11-30;88;1.47;2;2;0;
2015-12-01;0;0.0;0;0;0;
2015-12-02;30;0.5;1;1;0;
2015-12-03;0;0.0;0;0;0;
2015-12-04;142;2.37;3;3;0;
2015-12-05;250;4.17;5;5;0;
2015-12-06;54;0.9;1;1;0;
2015-12-07;76;1.27;2;2;0;
2015-12-08;0;0.0;0;0;0;
2015-12-09;152;2.53;3;3;0;
2015-12-10;208;3.47;6;6;0;
2015-12-11;260;4.33;6;6;0;
2015-12-12;88;1.47;3;3;0;
2015-12-13;44;0.73;1;1;0;
2015-12-14;110;1.83;4;4;0;
2015-12-15;66;1.1;3;3;0;
2015-12-16;0;0.0;0;0;0;
2015-12-17;0;0.0;0;0;0;
2015-12-18;74;1.23;2;2;0;
2015-12-19;306;5.1;8;6;2;
2015-12-20;242;4.03;8;8;0;
2015-12-21;400;6.67;6;3;3;
2015-12-22;416;6.93;15;15;0;
2015-12-23;71;1.18;2;2;0;
2015-12-24;196;3.27;4;4;0;
2015-12-25;49;0.82;1;1;0;
2015-12-26;235;3.92;5;5;0;
2015-12-27;110;1.83;5;5;0;
2015-12-28;210;3.5;5;5;0;
2015-12-29;170;2.83;4;4;0;
2015-12-30;483;8.05;8;5;3;
2015-12-31;0;0.0;1;1;0;
2016-01-01;117;1.95;13;12;1;
2016-01-02;0;0.0;6;6;0;
2016-01-03;0;0.0;2;2;0;
2016-01-04;44;0.73;2;2;0;
2016-01-05;0;0.0;0;0;0;
2016-01-06;88;1.47;9;9;0;
2016-01-07;66;1.1;8;8;0;
2016-01-08;154;2.57;12;12;0;
2016-01-09;0;0.0;8;8;0;
2016-01-10;154;2.57;7;7;0;
2016-01-11;0;0.0;0;0;0;
2016-01-12;22;0.37;1;1;0;
2016-01-13;132;2.2;6;6;0;
2016-01-14;44;0.73;2;2;0;
2016-01-15;110;1.83;5;5;0;
2016-01-16;44;0.73;2;2;0;
2016-01-17;215;3.58;8;7;1;
2016-01-18;44;0.73;2;2;0;
2016-01-19;0;0.0;0;0;0;
2016-01-20;88;1.47;4;4;0;
2016-01-21;259;4.32;4;3;1;
2016-01-22;66;1.1;3;3;0;
2016-01-23;44;0.73;2;2;0;
2016-01-24;0;0.0;0;0;0;
2016-01-25;0;0.0;0;0;0;
2016-01-26;0;0.0;0;0;0;
2016-01-27;0;0.0;0;0;0;
2016-01-28;124;2.07;1;0;1;
2016-01-29;45;0.75;1;1;0;
2016-01-30;110;1.83;5;5;0;
2016-01-31;170;2.83;3;2;1;
2016-02-01;208;3.47;6;6;0;
2016-02-02;0;0.0;0;0;0;
2016-02-03;0;0.0;0;0;0;
2016-02-04;165;2.75;3;2;1;
2016-02-05;268;4.47;8;8;0;
2016-02-06;178;2.97;6;6;0;
2016-02-07;157;2.62;4;4;0;
2016-02-08;137;2.28;1;0;1;
2016-02-09;82;1.37;2;1;1;
2016-02-10;88;1.47;4;4;0;
2016-02-11;110;1.83;5;5;0;
2016-02-12;66;1.1;3;3;0;
2016-02-13;22;0.37;2;1;0;
2016-02-14;22;0.37;1;1;0;
2016-02-15;0;0.0;1;0;0;
2016-02-16;0;0.0;0;0;0;
2016-02-17;154;2.57;7;7;0;
2016-02-18;0;0.0;0;0;0;
2016-02-19;44;0.73;2;2;0;
2016-02-20;154;2.57;7;7;0;
2016-02-21;88;1.47;4;4;0;
2016-02-22;188;3.13;4;3;1;
2016-02-23;0;0.0;0;0;0;
2016-02-24;121;2.02;1;0;1;
2016-02-25;100;1.67;1;0;1;
2016-02-26;106;1.77;1;0;1;
2016-02-27;324;5.4;5;3;2;
2016-02-28;166;2.77;4;3;1;
2016-02-29;132;2.2;6;6;0;
2016-03-01;0;0.0;0;0;0;
2016-03-02;330;5.5;15;15;0;
2016-03-03;0;0.0;1;0;0;
2016-03-04;0;0.0;0;0;0;
2016-03-05;195;3.25;5;4;1;
2016-03-06;94;1.57;4;4;0;
2016-03-07;0;0.0;0;0;0;
2016-03-08;279;4.65;5;4;1;
2016-03-09;365;6.08;10;10;0;
2016-03-10;270;4.5;7;7;0;
2016-03-11;205;3.42;3;2;1;
2016-03-12;352;5.87;10;10;0;
2016-03-13;44;0.73;1;1;0;
2016-03-14;88;1.47;2;2;0;
2016-03-15;44;0.73;1;1;0;
2016-03-16;44;0.73;1;1;0;
2016-03-17;176;2.93;5;5;0;
2016-03-18;324;5.4;6;6;0;
2016-03-19;364;6.07;6;5;1;
2016-03-20;152;2.53;3;3;0;
2016-03-21;198;3.3;7;6;0;
2016-03-22;440;7.33;13;13;0;
2016-03-23;22;0.37;1;1;0;
2016-03-24;176;2.93;4;4;0;
2016-03-25;88;1.47;2;2;0;
2016-03-26;264;4.4;6;6;0;
2016-03-27;0;0.0;0;0;0;
2016-03-28;0;0.0;0;0;0;
2016-03-29;0;0.0;0;0;0;
2016-03-30;114;1.9;1;0;1;
2016-03-31;109;1.82;1;0;1;
2016-04-01;92;1.53;1;0;1;
2016-04-02;195;3.25;2;0;2;
2016-04-03;22;0.37;1;1;0;
2016-04-04;188;3.13;2;0;2;
2016-04-05;0;0.0;0;0;0;
2016-04-06;0;0.0;0;0;0;
2016-04-07;97;1.62;1;0;1;
2016-04-08;0;0.0;0;0;0;
2016-04-09;0;0.0;0;0;0;
2016-04-10;0;0.0;0;0;0;
2016-04-11;250;4.17;4;3;1;
2016-04-12;129;2.15;3;3;0;
2016-04-13;86;1.43;2;2;0;
2016-04-14;0;0.0;0;0;0;
2016-04-15;0;0.0;0;0;0;
2016-04-16;0;0.0;0;0;0;
2016-04-17;129;2.15;6;3;0;
2016-04-18;0;0.0;0;0;0;
2016-04-19;129;2.15;3;3;0;
2016-04-20;129;2.15;3;3;0;
2016-04-21;215;3.58;5;5;0;
2016-04-22;266;4.43;7;6;0;
2016-04-23;410;6.83;11;11;0;
2016-04-24;304;5.07;10;10;0;
2016-04-25;172;2.87;4;4;0;
2016-04-26;86;1.43;2;2;0;
2016-04-27;0;0.0;0;0;0;
2016-04-28;86;1.43;2;2;0;
2016-04-29;129;2.15;3;3;0;
2016-04-30;267;4.45;7;7;0;
2016-05-01;151;2.52;4;4;0;
2016-05-02;43;0.72;1;1;0;
2016-05-03;86;1.43;3;2;0;
2016-05-04;43;0.72;3;1;0;
2016-05-05;43;0.72;1;1;0;
2016-05-06;0;0.0;3;0;0;
2016-05-07;0;0.0;2;0;0;
2016-05-08;117;1.95;4;4;0;
2016-05-09;103;1.72;3;3;0;
2016-05-10;163;2.72;5;5;0;
2016-05-11;132;2.2;7;6;0;
2016-05-12;43;0.72;2;1;0;
2016-05-13;121;2.02;2;1;1;
2016-05-14;0;0.0;2;0;0;
2016-05-15;86;1.43;4;2;0;
2016-05-16;0;0.0;0;0;0;
2016-05-17;132;2.2;7;6;0;
2016-05-18;285;4.75;13;12;0;
2016-05-19;86;1.43;3;2;0;
2016-05-20;186;3.1;3;2;1;
2016-05-21;129;2.15;3;3;0;
2016-05-22;152;2.53;5;5;0;
2016-05-23;0;0.0;0;0;0;
2016-05-24;371;6.18;6;2;3;
2016-05-25;0;0.0;0;0;0;
2016-05-26;43;0.72;1;1;0;
2016-05-27;206;3.43;6;6;0;
2016-05-28;219;3.65;6;6;0;
2016-05-29;120;2.0;5;4;0;
2016-05-30;146;2.43;4;4;0;
2016-05-31;235;3.92;7;6;1;
2016-06-01;0;0.0;1;0;0;
2016-06-02;0;0.0;2;0;0;
2016-06-03;178;2.97;7;7;0;
2016-06-04;131;2.18;2;1;1;
2016-06-05;66;1.1;4;3;0;
2016-06-06;44;0.73;4;2;0;
2016-06-07;112;1.87;4;1;1;
2016-06-08;66;1.1;5;3;0;
2016-06-09;66;1.1;3;3;0;
2016-06-10;345;5.75;8;6;2;
2016-06-11;110;1.83;5;5;0;
2016-06-12;132;2.2;7;6;0;
2016-06-13;0;0.0;1;0;0;
2016-06-14;166;2.77;4;3;1;
2016-06-15;132;2.2;6;6;0;
2016-06-16;282;4.7;8;6;2;
2016-06-17;90;1.5;5;5;0;
2016-06-18;60;1.0;9;8;0;
2016-06-19;244;4.07;15;14;0;
2016-06-20;0;0.0;2;2;0;
2016-06-21;0;0.0;2;2;0;
2016-06-22;0;0.0;3;3;0;
2016-06-23;190;3.17;2;0;2;
2016-06-24;247;4.12;10;9;1;
2016-06-25;0;0.0;3;0;0;
2016-06-26;148;2.47;6;5;0;
2016-06-27;0;0.0;0;0;0;
2016-06-28;60;1.0;2;1;0;
2016-06-29;192;3.2;9;6;1;
2016-06-30;0;0.0;2;0;0;
2016-07-01;0;0.0;0;0;0;
2016-07-02;164;2.73;4;4;0;
2016-07-03;202;3.37;4;4;0;
2016-07-04;377;6.28;14;13;1;
2016-07-05;197;3.28;10;7;0;
2016-07-06;66;1.1;3;3;0;
2016-07-07;220;3.67;13;8;0;
2016-07-08;132;2.2;5;3;0;
2016-07-09;220;3.67;7;5;0;
2016-07-10;220;3.67;5;5;0;
2016-07-11;22;0.37;1;1;0;
2016-07-12;59;0.98;1;1;0;
2016-07-13;154;2.57;5;5;0;
2016-07-14;81;1.35;2;2;0;
2016-07-15;132;2.2;3;3;0;
2016-07-16;235;3.92;4;3;1;
2016-07-17;389;6.48;9;9;0;
2016-07-18;22;0.37;1;1;0;
2016-07-19;176;2.93;5;5;0;
2016-07-20;88;1.47;4;4;0;
2016-07-21;405;6.75;12;12;0;
2016-07-22;251;4.18;5;4;1;
2016-07-23;347;5.78;9;8;1;
2016-07-24;314;5.23;11;11;0;
2016-07-25;103;1.72;2;2;0;
2016-07-26;1;0.02;1;0;1;
2016-07-27;58;0.97;1;1;0;
2016-07-28;168;2.8;6;6;0;
2016-07-29;209;3.48;2;0;2;
2016-07-30;211;3.52;3;2;1;
2016-07-31;248;4.13;8;8;0;
2016-08-01;88;1.47;4;4;0;
2016-08-02;44;0.73;1;1;0;
2016-08-03;0;0.0;0;0;0;
2016-08-04;0;0.0;0;0;0;
2016-08-05;110;1.83;1;0;1;
2016-08-06;66;1.1;3;3;0;
2016-08-07;0;0.0;0;0;0;
2016-08-08;234;3.9;2;0;2;
2016-08-09;183;3.05;4;3;1;
2016-08-10;0;0.0;0;0;0;
2016-08-11;0;0.0;0;0;0;
2016-08-12;22;0.37;1;1;0;
2016-08-13;234;3.9;2;0;2;
2016-08-14;272;4.53;5;3;2;
2016-08-15;22;0.37;1;1;0;
2016-08-16;205;3.42;5;4;1;
2016-08-17;234;3.9;2;0;2;
2016-08-18;117;1.95;1;0;1;
2016-08-19;139;2.32;2;1;1;
2016-08-20;66;1.1;3;3;0;
2016-08-21;60;1.0;1;1;0;
2016-08-22;66;1.1;3;3;0;
2016-08-23;0;0.0;0;0;0;
2016-08-24;0;0.0;0;0;0;
2016-08-25;159;2.65;3;2;1;
2016-08-26;180;3.0;7;7;0;
2016-08-27;447;7.45;7;5;2;
2016-08-28;229;3.82;7;7;0;
2016-08-29;96;1.6;2;2;0;
2016-08-30;48;0.8;1;1;0;
2016-08-31;298;4.97;7;7;0;
2016-09-01;180;3.0;7;7;0;
2016-09-02;0;0.0;0;0;0;
2016-09-03;90;1.5;1;1;0;
2016-09-04;70;1.17;2;2;0;
2016-09-05;180;3.0;4;4;0;
2016-09-06;0;0.0;0;0;0;
2016-09-07;45;0.75;1;1;0;
2016-09-08;225;3.75;4;4;0;
2016-09-09;270;4.5;6;6;0;
2016-09-10;292;4.87;7;7;0;
2016-09-11;44;0.73;2;2;0;
2016-09-12;90;1.5;1;1;0;
2016-09-13;156;2.6;4;4;0;
2016-09-14;0;0.0;0;0;0;
2016-09-15;363;6.05;7;6;1;
2016-09-16;262;4.37;6;6;0;
2016-09-17;305;5.08;5;4;1;
2016-09-18;139;2.32;2;2;0;
2016-09-19;147;2.45;3;3;0;
2016-09-20;0;0.0;0;0;0;
2016-09-21;90;1.5;1;1;0;
2016-09-22;104;1.73;1;0;1;
2016-09-23;237;3.95;3;2;1;
2016-09-24;315;5.25;5;4;1;
2016-09-25;212;3.53;5;4;1;
2016-09-26;44;0.73;2;2;0;
2016-09-27;22;0.37;1;1;0;
2016-09-28;66;1.1;3;3;0;
2016-09-29;198;3.3;5;5;0;
2016-09-30;110;1.83;2;2;0;
2016-10-01;420;7.0;7;7;0;
2016-10-02;275;4.58;5;5;0;
2016-10-03;134;2.23;3;3;0;
2016-10-04;0;0.0;0;0;0;
2016-10-05;44;0.73;2;2;0;
2016-10-06;66;1.1;3;3;0;
2016-10-07;0;0.0;0;0;0;
2016-10-08;119;1.98;5;4;1;
2016-10-09;547;9.12;12;12;0;
2016-10-10;0;0.0;0;0;0;
2016-10-11;301;5.02;7;7;0;
2016-10-12;86;1.43;2;2;0;
2016-10-13;151;2.52;4;4;0;
2016-10-14;393;6.55;10;10;0;
2016-10-15;538;8.97;13;13;0;
2016-10-16;348;5.8;7;7;0;
2016-10-17;86;1.43;2;2;0;
2016-10-18;153;2.55;6;6;0;
2016-10-19;44;0.73;2;2;0;
2016-10-20;0;0.0;0;0;0;
2016-10-21;212;3.53;3;2;1;
2016-10-22;300;5.0;5;5;0;
2016-10-23;360;6.0;6;6;0;
2016-10-24;142;2.37;4;4;0;
2016-10-25;52;0.87;2;2;0;
2016-10-26;0;0.0;0;0;0;
2016-10-27;22;0.37;1;1;0;
2016-10-28;0;0.0;0;0;0;
2016-10-29;288;4.8;5;4;1;
2016-10-30;22;0.37;1;1;0;
2016-10-31;154;2.57;7;7;0;
2016-11-01;208;3.47;5;4;1;
2016-11-02;88;1.47;2;2;0;
2016-11-03;441;7.35;10;7;3;
2016-11-04;44;0.73;1;1;0;
2016-11-05;406;6.77;10;9;1;
2016-11-06;288;4.8;4;3;1;
2016-11-07;0;0.0;0;0;0;
2016-11-08;120;2.0;2;2;0;
2016-11-09;60;1.0;1;1;0;
2016-11-10;300;5.0;5;5;0;
2016-11-11;110;1.83;4;4;0;
2016-11-12;44;0.73;1;1;0;
2016-11-13;330;5.5;4;2;2;
2016-11-14;156;2.6;4;3;1;
2016-11-15;134;2.23;2;1;1;
2016-11-16;88;1.47;4;4;0;
2016-11-17;44;0.73;2;2;0;
2016-11-18;429;7.15;9;7;2;
2016-11-19;360;6.0;5;2;3;
2016-11-20;300;5.0;4;2;2;
2016-11-21;234;3.9;2;0;2;
2016-11-22;264;4.4;6;5;1;
2016-11-23;114;1.9;1;0;1;
2016-11-24;255;4.25;7;6;1;
2016-11-25;110;1.83;4;4;0;
2016-11-26;176;2.93;7;7;0;
2016-11-27;66;1.1;2;2;0;
2016-11-28;44;0.73;1;1;0;
2016-11-29;0;0.0;0;0;0;
2016-11-30;88;1.47;4;4;0;
2016-12-01;44;0.73;2;2;0;
2016-12-02;121;2.02;3;2;1;
2016-12-03;22;0.37;1;1;0;
2016-12-04;135;2.25;3;3;0;
2016-12-05;90;1.5;2;2;0;
2016-12-06;45;0.75;1;1;0;
2016-12-07;22;0.37;1;1;0;
2016-12-08;96;1.6;1;0;1;
2016-12-09;120;2.0;2;2;0;
2016-12-10;60;1.0;1;1;0;
2016-12-11;82;1.37;2;2;0;
2016-12-12;126;2.1;4;4;0;
2016-12-13;97;1.62;4;4;0;
2016-12-14;147;2.45;6;6;0;
2016-12-15;44;0.73;2;2;0;
2016-12-16;137;2.28;4;2;2;
2016-12-17;44;0.73;2;2;0;
2016-12-18;230;3.83;4;2;2;
2016-12-19;93;1.55;1;0;1;
2016-12-20;115;1.92;2;1;1;
2016-12-21;370;6.17;4;0;4;
2016-12-22;0;0.0;0;0;0;
2016-12-23;0;0.0;0;0;0;
2016-12-24;0;0.0;0;0;0;
2016-12-25;81;1.35;1;0;1;
2016-12-26;550;9.17;11;7;4;
2016-12-27;316;5.27;10;9;1;
2016-12-28;267;4.45;6;3;3;
2016-12-29;444;7.4;2;1;1;
2016-12-30;108;1.8;1;0;1;
2016-12-31;443;7.38;6;2;4;
2017-01-01;262;4.37;3;0;3;
2017-01-02;308;5.13;11;10;1;
2017-01-03;44;0.73;2;2;0;
2017-01-04;110;1.83;5;5;0;
2017-01-05;88;1.47;4;4;0;
2017-01-06;436;7.27;10;6;4;
